userid,fcnname,actionid,actiontype,time,input,output,quizq,actualoutput,result,finalguess,
"0","ThreeCycle","15","quiz_answer","2020-04-03 19:34:28","inst myInst {
      Node = A + B
      edges = A->B + B->A
    }","false","2","false","true","",""
"0","ThreeCycle","16","quiz_answer","2020-04-03 19:34:32","inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }","false","3","false","true","",""
"0","ThreeCycle","17","quiz_answer","2020-04-03 19:34:36","inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }","true","4","true","true","",""
"0","ThreeCycle","18","quiz_answer","2020-04-03 19:34:39","inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }","false","5","false","true","",""
"0","ThreeCycle","19","quiz_answer","2020-04-03 19:34:43","inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }","false","6","false","true","",""
"0","ThreeCycle","20","quiz_answer","2020-04-03 19:34:47","inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }","false","7","false","true","",""
"0","ThreeCycle","21","final_answer","2020-04-03 19:34:48","","","","","","has three distinct nodes which form a cycle",""
"0","IsBipartite","22","eval_input","2020-04-03 19:35:17","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
  }","false","","","","",""
"0","IsBipartite","23","eval_input","2020-04-03 19:35:25","inst myInst {
  Node = none
  edges = none
  }","true","","","","",""
"0","IsBipartite","24","eval_input","2020-04-03 19:35:28","inst myInst {
  Node = A
  edges = none
  }","true","","","","",""
"0","IsBipartite","25","eval_input","2020-04-03 19:35:31","inst myInst {
  Node = A + B
  edges = none
  }","true","","","","",""
"0","IsBipartite","26","eval_input","2020-04-03 19:35:33","inst myInst {
  Node = A + B + C
  edges = none
  }","true","","","","",""
"0","IsBipartite","27","eval_input","2020-04-03 19:35:35","inst myInst {
  Node = A + B + C + D
  edges = none
  }","true","","","","",""
"0","IsBipartite","28","eval_input","2020-04-03 19:35:41","inst myInst {
  Node = A
  edges = A->A
  }","false","","","","",""
"0","IsBipartite","29","eval_input","2020-04-03 19:35:47","inst myInst {
  Node = A + B
  edges = A->B
  }","true","","","","",""
"0","IsBipartite","30","eval_input","2020-04-03 19:35:51","inst myInst {
  Node = A + B
  edges = A->A
  }","false","","","","",""
"0","IsBipartite","31","eval_input","2020-04-03 19:35:57","inst myInst {
  Node = A + B
  edges = A->B + B->A
  }","true","","","","",""
"0","IsBipartite","32","eval_input","2020-04-03 19:36:27","inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
  }","false","","","","",""
"0","IsBipartite","33","eval_input","2020-04-03 19:36:35","inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->A
  }","true","","","","",""
"0","IsBipartite","34","eval_input","2020-04-03 19:36:37","inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->B
  }","false","","","","",""
"0","IsBipartite","35","eval_input","2020-04-03 19:36:47","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->C
  }","false","","","","",""
"0","IsBipartite","36","eval_input","2020-04-03 19:36:51","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->B
  }","true","","","","",""
"0","IsBipartite","37","quiz_answer","2020-04-03 19:37:13","inst myInst {
      Node = A 
      edges = A->A
    }","true","0","false","false","",""
"0","IsBipartite","38","quiz_answer","2020-04-03 19:37:37","inst myInst {
      Node = A 
      edges = A->A
    }","false","0","false","true","",""
"0","IsBipartite","39","quiz_answer","2020-04-03 19:37:42","inst myInst {
      Node = A
      edges = none
    }","true","1","true","true","",""
"0","IsBipartite","40","quiz_answer","2020-04-03 19:37:45","inst myInst {
      Node = A + B
      edges = A->B + B->A
    }","true","2","true","true","",""
"0","IsBipartite","41","quiz_answer","2020-04-03 19:37:51","inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }","true","3","true","true","",""
"0","IsBipartite","42","quiz_answer","2020-04-03 19:37:55","inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }","false","4","false","true","",""
"0","IsBipartite","43","quiz_answer","2020-04-03 19:37:59","inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }","true","5","true","true","",""
"0","IsBipartite","44","quiz_answer","2020-04-03 19:38:03","inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }","true","6","true","true","",""
"0","IsBipartite","45","quiz_answer","2020-04-03 19:38:07","inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }","false","7","false","true","",""
"0","IsBipartite","46","final_answer","2020-04-03 19:38:08","","","","","","has NO odd-cycle",""
"1","IsBipartite","0","eval_input","2020-04-06 10:16:24","inst myInst {
  Node = A
       + B
       + C
  edges = none
}","true","","","","",""
"1","IsBipartite","1","eval_input","2020-04-06 10:16:52","inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->C
}","true","","","","",""
"1","IsBipartite","2","eval_input","2020-04-06 10:17:21","inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->C + C->A
}","false","","","","",""
"1","IsBipartite","3","eval_input","2020-04-06 10:17:51","inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->A
}","true","","","","",""
"1","IsBipartite","4","eval_input","2020-04-06 10:18:06","inst myInst {
  Node = A
       + B
  edges = A->B + B->A
}","true","","","","",""
"1","IsBipartite","5","eval_input","2020-04-06 10:18:33","inst myInst {
  Node = A
       + B
       + C
  edges = A->B + B->A 
}","true","","","","",""
"1","IsBipartite","6","eval_input","2020-04-06 10:19:11","inst myInst {
  Node = A
       + B
       + C
  edges = A->B + A->C 
}","true","","","","",""
"1","IsBipartite","7","eval_input","2020-04-06 10:19:57","inst myInst {
  Node = A
       + B
       + C
       + D
  edges = A->B + B->C + C->D + D->A
}","true","","","","",""
"1","IsBipartite","8","eval_input","2020-04-06 10:20:30","inst myInst {
  Node = A
       + B
       + C
       + D
  edges = A->B + B->C + C->D + D->A + A->C
}","false","","","","",""
"1","IsBipartite","9","eval_input","2020-04-06 10:21:06","inst myInst {
  Node = A
       + B
       + C
       + D
  edges = A->B + B->C + C->A
}","false","","","","",""
"1","IsBipartite","10","eval_input","2020-04-06 10:22:37","inst myInst {
  Node = A
       + B
       + C
       + D
       + E
  edges = A->B + A->C + C->D + C->E + E->D
}","true","","","","",""
"1","IsBipartite","11","eval_input","2020-04-06 10:23:05","inst myInst {
  Node = A
       + B
       + C
       + D
       + E
  edges = A->B + A->C + D->E + C->E + E->D
}","true","","","","",""
"1","IsBipartite","12","eval_input","2020-04-06 10:23:52","inst myInst {
  Node = A
       + B
       + C
       + D
       + E
  edges = A->B + A->C + D->C + C->E + E->D
}","false","","","","",""
"1","IsBipartite","13","quiz_answer","2020-04-06 10:25:44","inst myInst {
      Node = A 
      edges = A->A
    }","true","0","false","false","",""
"1","IsBipartite","14","eval_input","2020-04-06 10:26:22","inst myInst {
  Node = A
  edges = A->A
}","false","","","","",""
"1","IsBipartite","15","eval_input","2020-04-06 10:28:05","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
}","false","","","","",""
"1","IsBipartite","16","eval_input","2020-04-06 10:28:25","inst myInst {
  Node = A + B + C + D + E + F
  edges = A->B + B->C + C->D + D->E + E->F + F->A
}","true","","","","",""
"1","IsBipartite","17","quiz_answer","2020-04-06 10:29:05","inst myInst {
      Node = A 
      edges = A->A
    }","false","0","false","true","",""
"1","IsBipartite","18","quiz_answer","2020-04-06 10:29:14","inst myInst {
      Node = A
      edges = none
    }","true","1","true","true","",""
"1","IsBipartite","19","quiz_answer","2020-04-06 10:29:25","inst myInst {
      Node = A + B
      edges = A->B + B->A
    }","true","2","true","true","",""
"1","IsBipartite","20","quiz_answer","2020-04-06 10:29:59","inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }","true","3","true","true","",""
"1","IsBipartite","21","quiz_answer","2020-04-06 10:30:20","inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }","false","4","false","true","",""
"1","IsBipartite","22","quiz_answer","2020-04-06 10:30:30","inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }","true","5","true","true","",""
"1","IsBipartite","23","quiz_answer","2020-04-06 10:30:57","inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }","true","6","true","true","",""
"1","IsBipartite","24","quiz_answer","2020-04-06 10:31:12","inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }","false","7","false","true","",""
"1","IsBipartite","25","final_answer","2020-04-06 10:31:15","","","","","","True if and only if graph does not contain an odd-sized cycle",""
"1","ThreeCycle","26","eval_input","2020-04-06 10:32:34","inst myInst {
  Node = A
  edges = A->A
}","false","","","","",""
"1","ThreeCycle","27","eval_input","2020-04-06 10:32:45","inst myInst {
  Node = A + B
  edges = A->B
}","false","","","","",""
"1","ThreeCycle","28","eval_input","2020-04-06 10:33:02","inst myInst {
  Node = A + B + C
  edges = A->B + A->C
}","false","","","","",""
"1","ThreeCycle","29","eval_input","2020-04-06 10:33:15","inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
}","true","","","","",""
"1","ThreeCycle","30","eval_input","2020-04-06 10:33:34","inst myInst {
  Node = A + B + C + D
  edges = A->B + B->C + C->D + D->A 
}","false","","","","",""
"1","ThreeCycle","31","eval_input","2020-04-06 10:34:08","inst myInst {
  Node = A + B + C + D + E + F + G
  edges = A->B + B->C + C->A
}","true","","","","",""
"1","ThreeCycle","32","eval_input","2020-04-06 10:34:18","inst myInst {
  Node = A + B + C + D + E + F + G
  edges = A->B + B->C + C->A + E->F
}","true","","","","",""
"1","ThreeCycle","33","eval_input","2020-04-06 10:34:51","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
}","false","","","","",""
"1","ThreeCycle","34","eval_input","2020-04-06 10:35:33","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + D->C 
}","false","","","","",""
"1","ThreeCycle","35","eval_input","2020-04-06 10:35:41","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + A->C 
}","true","","","","",""
"1","ThreeCycle","36","eval_input","2020-04-06 10:36:52","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A
}","false","","","","",""
"1","ThreeCycle","37","eval_input","2020-04-06 10:37:21","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + C->A
}","true","","","","",""
"1","ThreeCycle","38","eval_input","2020-04-06 10:38:00","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->E + E->A
}","false","","","","",""
"1","ThreeCycle","39","eval_input","2020-04-06 10:38:22","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + A->C
}","true","","","","",""
"1","ThreeCycle","40","eval_input","2020-04-06 10:38:37","inst myInst {
  Node = A + B + C + D + E
  edges = A->B + B->C + C->D + D->A + A->C
}","true","","","","",""
"1","ThreeCycle","41","quiz_answer","2020-04-06 10:39:37","inst myInst {
      Node = A 
      edges = A->A
    }","false","0","false","true","",""
"1","ThreeCycle","42","quiz_answer","2020-04-06 10:39:43","inst myInst {
      Node = A
      edges = none
    }","false","1","false","true","",""
"1","ThreeCycle","43","quiz_answer","2020-04-06 10:39:49","inst myInst {
      Node = A + B
      edges = A->B + B->A
    }","false","2","false","true","",""
"1","ThreeCycle","44","quiz_answer","2020-04-06 10:40:06","inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }","false","3","false","true","",""
"1","ThreeCycle","45","quiz_answer","2020-04-06 10:40:13","inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }","true","4","true","true","",""
"1","ThreeCycle","46","quiz_answer","2020-04-06 10:40:21","inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }","false","5","false","true","",""
"1","ThreeCycle","47","quiz_answer","2020-04-06 10:40:31","inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }","false","6","false","true","",""
"1","ThreeCycle","48","quiz_answer","2020-04-06 10:40:43","inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }","false","7","false","true","",""
"1","ThreeCycle","49","final_answer","2020-04-06 10:40:46","","","","","","True if and only if graph contains a three ring",""
"1","IsDag","50","eval_input","2020-04-06 10:41:09","inst myInst {
  Node = A 
  edges = A->A
}","false","","","","",""
"1","IsDag","51","eval_input","2020-04-06 10:41:36","inst myInst {
  Node = A
  edges = none
}","true","","","","",""
"1","IsDag","52","eval_input","2020-04-06 10:41:56","inst myInst {
  Node = A + B
  edges = A->B
}","true","","","","",""
"1","IsDag","53","eval_input","2020-04-06 10:42:03","inst myInst {
  Node = A + B
  edges = A->B + B->A
}","false","","","","",""
"1","IsDag","54","eval_input","2020-04-06 10:42:24","inst myInst {
  Node = A + B + C
  edges = A->B + B->C + C->A
}","false","","","","",""
"1","IsDag","55","eval_input","2020-04-06 10:42:33","inst myInst {
  Node = A + B + C
  edges = A->B + B->C 
}","true","","","","",""
"1","IsDag","56","eval_input","2020-04-06 10:43:02","inst myInst {
  Node = A + B + C
  edges = A->B + A->C + C->B
}","true","","","","",""
"1","IsDag","57","quiz_answer","2020-04-06 10:43:38","inst myInst {
      Node = A 
      edges = A->A
    }","false","0","false","true","",""
"1","IsDag","58","quiz_answer","2020-04-06 10:43:43","inst myInst {
      Node = A
      edges = none
    }","true","1","true","true","",""
"1","IsDag","59","quiz_answer","2020-04-06 10:43:51","inst myInst {
      Node = A + B
      edges = A->B + B->A
    }","false","2","false","true","",""
"1","IsDag","60","quiz_answer","2020-04-06 10:43:59","inst myInst {
      Node = A + B + C
      edges = A->B + A->C + B->C
    }","true","3","true","true","",""
"1","IsDag","61","quiz_answer","2020-04-06 10:44:08","inst myInst {
      Node = A + B + C
      edges = A->B + B->C + C->A
    }","false","4","false","true","",""
"1","IsDag","62","quiz_answer","2020-04-06 10:44:21","inst myInst {
      Node = A + B + C
      edges = A->B + C->B
    }","true","5","true","true","",""
"1","IsDag","63","quiz_answer","2020-04-06 10:44:31","inst myInst {
      Node = A + B + C + D
      edges = A->B + B->C + C->D + D->A
    }","false","6","false","true","",""
"1","IsDag","64","quiz_answer","2020-04-06 10:44:43","inst myInst {
      Node = A + B + C + D + E
      edges = A->B + B->C + C->D + D->E + E->A
    }","false","7","false","true","",""
"1","IsDag","65","final_answer","2020-04-06 10:44:46","","","","","","True iff acyclic",""
"2","IsDag","0","eval_input","2020-04-06 11:11:06","inst myInst {
  Node = A
       + B
       + C
  edges = none
}","true","","","","",""
"2","IsDag","1","eval_input","2020-04-06 11:12:55","inst myInst {
  Node = none
  edges = none
}","true","","","","",""
"2","IsDag","2","eval_input","2020-04-06 11:13:02","inst myInst {
  Node = A
  edges = none
}","true","","","","",""
"2","IsDag","3","eval_input","2020-04-06 11:13:10","inst myInst {
  Node = A+B
  edges = A->B
}","true","","","","",""
"3","ThreeCycle","0","eval_input","2020-04-06 11:13:13","inst myInst {
  Node = A
       + B
       + C
  edges = none
}","false","","","","",""
"2","IsDag","4","eval_input","2020-04-06 11:13:17","inst myInst {
  Node = A+B+C
  edges = A->B
}","true","","","","",""
"2","IsDag","5","eval_input","2020-04-06 11:13:26","inst myInst {
  Node = A+B+C
  edges = A->C
}","true","","","","",""
"3","ThreeCycle","1","eval_input","2020-04-06 11:13:31","inst myInst {
  Node = A
       + B
  edges = none
}","false","","","","",""
"2","IsDag","6","eval_input","2020-04-06 11:13:32","inst myInst {
  Node = A+B+C
  edges = A->B+B->A
}","false","","","","",""
"3","ThreeCycle","2","eval_input","2020-04-06 11:13:36","inst myInst {
  Node = A
  edges = none
}","false","","","","",""
"2","IsDag","7","eval_input","2020-04-06 11:13:36","inst myInst {
  Node = A+B+C
  edges = A->B+B->C
}","true","","","","",""
"3","ThreeCycle","3","eval_input","2020-04-06 11:13:41","inst myInst {
  Node = A
  edges = A -> A
}","false","","","","",""
"3","ThreeCycle","4","eval_input","2020-04-06 11:13:51","inst myInst {
  Node = A
        + B
  edges = A -> A
}","false","","","","",""
"3","ThreeCycle","5","eval_input","2020-04-06 11:13:54","inst myInst {
  Node = A
        + B
  edges = A -> B
}","false","","","","",""
"2","IsDag","8","eval_input","2020-04-06 11:14:03","inst myInst {
  Node = A+B+C+D
  edges = A->B+B->C
}","true","","","","",""
"3","ThreeCycle","6","eval_input","2020-04-06 11:14:06","inst myInst {
  Node = A
        + B
  edges = A -> B
        + B -> A
}","false","","","","",""
"3","ThreeCycle","7","eval_input","2020-04-06 11:14:11","inst myInst {
  Node = A
        + B
        + C
  edges = A -> B
        + B -> A
}","false","","","","",""
"3","ThreeCycle","8","eval_input","2020-04-06 11:14:15","inst myInst {
  Node = A
        + B
        + C
  edges = A -> B
        
}","false","","","","",""
"2","IsDag","9","eval_input","2020-04-06 11:14:18","inst myInst {
  Node = A+B+C+D
  edges = A->A
}","false","","","","",""
"2","IsDag","10","eval_input","2020-04-06 11:14:56","inst myInst {
  Node = A+B+C+D
  edges = A->A
}","false","","","","",""
"3","ThreeCycle","9","eval_input","2020-04-06 11:15:08","inst myInst {
  Node = A
        + B
        + C
  edges = A -> B
        + B -> C
        + B -> A
}","false","","","","",""
"3","ThreeCycle","10","eval_input","2020-04-06 11:15:15","inst myInst {
  Node = A
        + B
        + C
  edges = none
}","false","","","","",""
"2","IsDag","11","quiz_answer","2020-04-06 11:15:19","inst myInst {
      Node = A 
      edges = A->A
    }","false","0","false","true","",""
"3","ThreeCycle","11","eval_input","2020-04-06 11:15:22","inst myInst {
  Node = A
        + B
        + C
  edges = A -> A
}","false","","","","",""
